,WEAPON,DRUG,LIQUOR,MURD,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,BURGLA_RAC,SIM_A,SIM_A_RAC,SIM_A_SEX,LAR_T,LAR_T_RAC,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_ETH,RAPE,FONDL,STATR,confidence_score
Worcester State University,143.91546451252367,142.62746161570087,139.7533390966608,100.0,33.66476526874549,100.0,100.0,6.638630518789081,75.76687553926983,74.79508050905253,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,217.30595825965474,253.2568796388274,100.0,398.5711232909522,1253.0405012581502,100.0,87.29484508998218,3.34672843877305,100.0,147.8118016574088
St Olaf College,100.0,112.36789327565693,128.86479159943636,100.0,234.71096438385732,2772.0647983478516,100.0,59.55966197781501,1.9746606764171108,10.788198566322633,100.0,100.0,100.0,100.0,100.0,1410.8257532975676,100.0,354.13470784052134,1042.041514303673,100.0,100.0,100.0,100.0,8.319044047682349,100.0,100.0,100.0,100.0,1808.4114778495593,422.14752325167774,1200.5923538395075,100.0,355.21260447679833
Belhaven University,88.23680981773317,94.33542124104764,100.0,100.0,100.0,100.0,55.77350468965212,89.39295774447207,8.983288870002115,9.745772124671667,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.67157909722535,100.0,100.0,605.5732373932161,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,107.20976784306312
Mississippi University for Women,100.0,79.84124370741667,94.97743919052682,100.0,70.50534591377404,100.0,57.07530578538206,69.11552393118038,88.77063819984777,85.40039891645954,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,76.5431461361335,100.0,100.0,94.44465755564752
William Carey University,88.71361361018064,98.79222815469302,100.0,100.0,100.0,100.0,100.0,100.0,82.23847839568089,61.51293150423005,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.9317787817366,100.0,96.7559072014538
Columbia College,94.3444060753472,96.36872234845002,96.30351524873271,100.0,85.38927645933124,100.0,75.19253337215845,79.60106984265755,97.03324134024606,85.53563404323671,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.65784694785665,54.950269082937986,100.0,100.0,100.0,100.0,92.25347513401594,56.068396911944326,100.0,93.6155745877161
Eden Theological Seminary,100.0,100.0,100.0,100.0,100.0,100.0,841.1684979721852,100.0,244.70158683275795,540.2228308994921,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,414.3158809198935,100.0,100.0,151.2627748945103
Logan College of Chiropractic,100.0,100.0,97.18702798970475,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.91209462467828
Missouri College,100.0,100.0,100.0,100.0,100.0,100.0,1225.7849298266603,217.9690516676144,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,138.86731192169609
Everest College-Springfield,100.0,100.0,100.0,100.0,100.0,100.0,508.7374230003584,100.0,36.30023100469349,314.08907870104775,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,117.47271039706561
Truman Medical Center School for Nurse Anesthesia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29990.47305227613,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1034.077282883629
BryanLGH College of Health Sciences,100.0,100.0,100.0,100.0,100.0,100.0,100.0,532.9270327701946,100.0,498.390089107764,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,125.97866005868622
Hastings College,61.26556543870208,35.75210458744263,114.54321140059638,100.0,100.13392843227923,100.0,100.0,144.49188055169722,72.71105845278444,0.9354200306544479,16.781070265292854,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,112.21980537957145,381.41102848834254,100.0,101.25765853210511
Kaplan University-Omaha Campus,213.4131669196604,91.61530569041331,93.43441628041022,100.0,100.0,100.0,100.0,100.0,100.0,300.78219921636287,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,109.35140900333897
Sierra Nevada College,82.88234388477595,167.8711230715388,80.82975066626422,100.0,57.48675279546407,100.0,71.89735519958303,312.269273751126,52.03264372719579,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,247.22592962232798,773.1911911270157,100.0,100.0,100.0,100.0,460.7852403192466,100.0,100.0,100.0,16638.910380849964,100.0,213.1197720626295,255.14901928945082,100.0,666.0515867614557
College of St. Mary Magdalen,100.0,72.43306123628301,100.0,100.0,100.0,100.0,100.0,100.0,1590.5364780319605,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,145.7177981021326
Berkeley College-Woodland Park,100.0,97.12319715041745,98.87366854077834,100.0,100.0,100.0,100.0,100.0,89.42341714563639,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.5889389791116,100.0,100.0,98.96903818174825
Caldwell College,100.0,39.950128405264834,28.17763173695344,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.87899250444431
Saint Peter's College,100.0,2.5223254348480455,19.202586474134208,100.0,46.7733648198786,100.0,519.7020063365889,234.40841224415885,110.75317166926126,5.386913625383382,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,107.46089939388291
Thomas Edison State College,100.0,100.0,100.0,100.0,100.0,100.0,76.38825409235558,100.0,98.76460465295565,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.22352683579098
Institute of American Indian and Alaska Native Culture,100.0,145.13092960395468,49.51760660577862,100.0,100.0,100.0,51.09520291127955,226.14067010669748,84.18902936128208,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,639.3827517937236,100.0,100.0,100.0,21969.877610144733,100.0,65.136556430688,274.6048081145463,100.0,806.4085989085213
Vaughn College of Aeronautics and Technology,67.61242070414241,18.552766234194735,64.71923945490028,100.0,11.560571367651114,100.0,100.0,133.63486729190785,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,637.9044093817854,1755.6552814669903,100.0,100.0,100.0,100.0,297.24942392972235,931.9352851507729,100.0,100.0,100.0,100.0,100.0,100.0,100.0,194.3382582806896
Berkeley College-New York,84.67219198963983,99.17987501376514,100.0,100.0,100.0,100.0,80.79049366188539,72.35737844388413,100.0,73.8657539973614,53.787944898535,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.77042618765847
Bryant and Stratton College-Amherst,553.635043884477,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,114.1760951213899
Bryant and Stratton College-Buffalo,100.0,94.65503988081602,100.0,100.0,100.0,100.0,150.38633625297757,100.0,4.8041482337873305,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.4326726364869
Concordia College-New York,55.76905718074967,21.88027272608738,22.167390993334095,100.0,100.0,100.0,100.0,498.2554122854685,74.01691279419575,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,142.33429978180448,100.0,100.0,106.70072955505125
CUNY School of Law at Queens College,100.0,100.0,100.0,100.0,100.0,100.0,953.2123667783978,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,126.66288646182494
D'Youville College,100.0,89.2764144701319,64.23849605641682,100.0,100.0,100.0,18.199937332809128,176.39719766729965,16.511073859758902,19.5953767530476,100.0,100.0,100.0,100.0,100.0,100.0,100.0,437.208306181179,1250.9519904457798,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.85196034902866,100.0,100.0,139.25721103485785
Jewish Theological Seminary of America,100.0,62.598110002760976,82.96010370718261,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.29869417843574
LIM College,100.0,73.76415394737889,89.43460728271954,100.0,100.0,100.0,5.345124461164295,203.18482495138372,77.95285836088959,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.81084998609153,100.0,100.0,97.82788809342586
Marymount Manhattan College,157.6615957974645,318.6040881105821,17.374644003340283,100.0,59.6578302945256,100.0,70.64425143791723,100.0,66.20957140831705,60.06194323740369,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.91620689748862,100.0,100.0,100.56656659959498
Medaille College,61.476942998544935,4.090744049655788,16.555563205020196,100.0,50.23955544826029,100.0,3.442304714043267,38.947236963842926,41.45645910459211,83.57933750590409,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,47.234574661614786,100.0,100.0,82.7194599578587
Mount Sinai School of Medicine,100.0,100.0,100.0,100.0,100.0,100.0,921.7040337643498,1958.3355152825682,135.2099257270601,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1899.8790840421532,100.0,9302.106124679602,100.0,100.0,100.0,100.0,100.0,100.0,528.6635838592417
New York Theological Seminary,817.3541333725211,100.0,100.0,108438.65612170973,1216.612642491782,100.0,7947.689545160678,2933.0364738690505,100.0,1203.4239564723573,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3911.149152283629
New York Institute of Technology,76.58361850745571,83.2423325763532,91.90606271884462,100.0,100.0,1587.0227715890944,85.32676269194182,94.72127577395175,87.71645321452736,95.00932003776933,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.54095239908715,100.0,100.0,100.0,383.3739005120525,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.90529490629845,100.0,150.9796482789805
St. Francis College,100.0,80.84077097374632,87.62292315470084,100.0,61.455687857486964,100.0,100.0,100.0,53.040653388001104,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.34250110543547
Saint Joseph's College-New York,80.26092141980247,97.09557904631171,99.66919431180358,100.0,100.0,100.0,36.05851218987529,82.20098142245678,100.0,76.69168086141215,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.66705040952152,100.0,95.52012248941197
St John's University-New York,3.4465297722239794,31.826981742426135,28.51855265946609,100.0,50.02737592982284,100.0,58.89339838012258,63.59833633215373,71.54395565373602,39.773166784426344,44.53096458300282,100.0,100.0,100.0,100.0,154.98938817330207,100.0,42.51511249008924,3.626058013240157,100.0,100.0,100.0,100.0,84.52656051540013,59.80462846529229,100.0,100.0,100.0,100.0,63.71308322045833,68.6418174352128,100.0,77.18674719219925
SUNY College at Potsdam,267.8521785434228,191.23484078687036,42.561142278586715,100.0,127.67924331328113,100.0,100.0,68.9033368514892,127.63776319033029,60.80025222718369,107.9456476981989,100.0,1414.8140221682033,814.165429361754,1160.2054506455818,100.0,100.0,1034.924752225238,997.7183305328147,1510.5152690560867,934.264442492742,1798.3520405469615,100.0,40.99643790408851,100.0,231.43590603903118,158.46623958779605,100.0,100.0,88.94408478955395,542.9166638521737,942.319461515271,427.0204042377081
SUNY College of Optometry,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.41097739382825,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.48159304355713
Touro College,100.0,99.39854101390155,99.90580624215212,100.0,100.0,100.0,100.0,94.93189958442404,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.31489125527243,100.0,293.7200463638229,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.53972451436165
Villa Maria College,7.236999387297005,94.26221005724173,100.0,100.0,84.69149568287496,100.0,2453.4914413299175,3.3028144378869486,57.809962028282236,265.68283223252246,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,170.8274298486257
Yeshiva Shaar Hatorah,100.0,100.0,100.0,100.0,100.0,100.0,3048.9264660967688,5564.16056445191,1053.2897159455326,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,392.6992733279441
Campbell University,5.475585021039577,80.6507054394153,79.671942714347,100.0,74.04887749715336,100.0,81.11617117623705,100.0,4.73064556843389,74.30883338356648,9.142845966960309,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.78580021147353
Meredith College,100.0,74.74296662653792,75.3178473863312,100.0,100.0,100.0,100.0,36.20765164159884,90.09518570543736,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.13636410499704
University of North Carolina at Wilmington,451.33627271198657,102.33720042268676,171.38956509945976,100.0,33.91119735810526,100.0,100.0,74.50522785301628,3.8207098577760403,32.569790873432005,57.37865119399138,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,103.9765192303267
St Andrews Presbyterian College,100.0,100.0,209.8479101408224,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,103.4327471919007
Carolina Christian College,100.0,100.0,100.0,100.0,100.0,100.0,17102.468657380494,100.0,800.0541433966457,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,653.2038375242856
Bismarck State College,20.303591509661796,96.04037499157897,3.548727222321349,100.0,100.0,100.0,100.0,89.7337959786599,95.5207430809088,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.91085102447283
Ohio Christian University,67.73226504005063,97.84186560857466,98.51287570880565,100.0,100.0,100.0,100.0,100.0,30.17733300540583,86.24570253585394,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.26593880933409
Cleveland Institute of Music,100.0,40.6800793610223,69.03326539093761,100.0,100.0,100.0,296.9800459395499,100.0,100.0,80.02847125293412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,102.71005818576387
ITT Technical Institute-Dayton,100.0,87.07314078085231,100.0,100.0,100.0,100.0,100.0,100.0,68.31621659490295,105.9647764334416,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.7923166815374
Kent State University at Kent,69.48077022729255,21.61827847429489,24.11409172647615,100.0,51.58719326780014,100.0,73.83025610899222,68.13515361159041,70.29817815937423,86.30632881938831,209.9382471019543,100.0,100.0,100.0,100.0,100.0,100.0,75.6022191982855,100.0,100.0,3.6532767412974456,100.0,100.0,40.89475668611198,48.82074716881728,7.375438412510314,63.88393398123955,100.0,105.05371693546235,2.0941417180342787,35.11831150288653,100.0,76.80640749505652
Malone University,100.0,45.017916336450284,75.39806563573578,100.0,80.55168162461865,100.0,100.0,100.0,22.993539468074918,3.7324902349483775,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.91361425520672,100.0,90.39397836109482
Methodist Theological School in Ohio,100.0,74.21352140159617,100.0,100.0,100.0,100.0,100.0,100.0,152.81104677981207,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.844517755669
University of Mount Union,231.25765988782493,31.158862273933547,359.66597609492726,100.0,213.78404986951094,100.0,100.0,10.390023247408998,482.12296939740156,100.0,99.7428102070651,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.31364969306689,48.53704057275136,100.0,120.43665753887157
Muskingum University,79.44589485427883,201.3346880126048,120.97407633999997,4763.803124970411,76.99900423715155,100.0,48.48132064230787,29.737580451369254,121.03265193058328,64.95480372149083,100.0,100.0,577.1338815748279,100.0,2153.2873234326194,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,152.10610382273936,100.0,100.0,824.2916714891626,100.0,100.0,82.99559281468454,68.067905824854,100.0,345.77017575372145
Otterbein University,36.763883482063136,4.839281246239327,36.97516600880488,100.0,22.523659124688464,100.0,80.18740546221586,85.74476503422503,84.51820215690311,59.5678922856845,4.674207200586778,100.0,420.8122261944172,1157.2065624119332,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.038633135528514,219.2841646093397,100.0,129.62925151101967
Pontifical College Josephinum,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,452.30595162976,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,111.00956098843
Temple Baptist College,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,767.9093525610513,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,120.87216726753286
Saint Gregorys University,100.0,59.141891396622505,51.65397555932098,100.0,338.38860513737364,100.0,100.0,512.0613064151332,256.06537540966207,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,122.41597355994101
Concordia University-Portland,100.0,71.05062920405479,61.70621027659471,100.0,91.3600147141527,100.0,57.40938238068131,21.59156235240844,78.46008228478009,15.313213031742007,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.14951740916337,84.99002606762278,100.0,89.4384574287875
Western Seminary,100.0,100.0,100.0,100.0,100.0,100.0,7.366309234691022,100.0,21.35449232456493,265.1756438383026,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.80926391867371
Alvernia University,100.0,64.89845938480812,44.40230653730893,100.0,79.12571276315099,100.0,79.9470402491463,85.57182137541392,114.0358441338712,100.0,189.4468388649483,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9.582457142719742,100.0,100.0,95.84407751410524
Carlow University,27.84052377677211,49.325126206480796,84.2789040919947,100.0,68.9304025954042,100.0,32.17484612306172,62.66816262785374,95.26840695644286,69.24163093371305,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,231.90166165506812,100.0,420.127220146922,711.2297083635654,100.0,100.0,1.1624270895765298,100.0,100.0,120.44215689271421
Geneva College,48.79294371226273,69.86144076491911,71.46567832706916,100.0,11.807418434540109,100.0,67.91249369607783,76.91292066993694,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.861171057970985,218.213521283348,100.0,93.58836212331641
Juniata College,100.0,20.275286116367557,89.34015997709814,100.0,126.25617493974568,100.0,100.0,47.35163870773333,34.91534433728864,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,565.1311663297181,100.0,100.0,100.0,7131.532467967787,100.0,79.03604403417933,365.08213737614403,100.0,100.0,100.0,100.0,679.7385271464932,1804.8632361580485,100.0,407.6100682215814
Lutheran Theological Seminary at Gettysburg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1635.8187051221023,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,147.9943345350657
Marywood University,148.65372910263136,5.69535298437952,177.8520929932376,100.0,74.80883222511581,100.0,63.338333432056714,100.0,76.98180263157998,87.0411834293745,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.96567312069087,100.0,100.0,97.32303124747084
Neumann University,303.46220395029763,5.446755405766155,78.01190742503088,100.0,113.80691172131337,100.0,100.0,16.04434787020155,91.29400962531399,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,135.70015370921496,492.73020937701205,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.980567856980292,100.0,100.0,110.98365834191033
Pennsylvania Academy of the Fine Arts,100.0,100.0,100.0,100.0,100.0,100.0,1084.108741234604,538.9779604257412,178.79306162572968,101.37027855251715,612.1486808784716,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,162.98121008490824
Philadelphia College of Osteopathic Medicine,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.33293227113596,30.02056257156354,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.60479671383436
Reformed Presbyterian Theological Seminary,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,572.7048268985311,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,114.77202584057909
Wilson College,27.752867936055985,93.16449429776885,62.53249276876631,100.0,100.0,100.0,100.0,42.40167643869999,58.115370782989594,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.98441036467938,100.0,100.0,92.467228518405
Johnson & Wales University-Providence,242.34024255476635,32.18052814869543,64.79097993290232,100.0,35.44949825068057,100.0,120.31597211958895,166.97794674102698,65.41839880447284,38.03658482245233,95.26729068637903,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,43.25716620654076,100.0,166.76720077638194,100.0,100.0,100.0,83.76082509980046,173.11066423759775,100.0,100.86479057441517
Erskine College and Seminary,100.0,62.44355673830957,23.51504372478289,100.0,100.0,100.0,100.0,100.0,38.63267204113778,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.5184772657572
Mount Marty College,100.0,77.11625865884409,6.862245131351032,100.0,100.0,100.0,100.0,100.0,89.8021561595848,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,46.74467326186163,100.0,100.0,94.39141666286379
Bryan College-Dayton,100.0,92.60633779188197,90.99401454322572,100.0,100.0,100.0,207.8741594162057,16.93127683254718,214.11285541359445,73.82136324062479,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4.587357681322772,100.0,100.02898015373134
Lincoln Memorial University,78.21664737517274,96.79478322414704,24.705236812621596,100.0,100.0,100.0,100.0,100.0,98.57163653147738,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.82150949823183
Martin Methodist College,193.16630445550308,77.77807285979345,31.21588072597457,100.0,100.0,100.0,100.0,252.46984659476612,35.92231543385779,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,102.82976312718422
