,WEAPON,DRUG,LIQUOR,MURD,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,BURGLA_RAC,SIM_A,SIM_A_RAC,SIM_A_SEX,LAR_T,LAR_T_RAC,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_ETH,RAPE,FONDL,STATR,confidence_score
Sewanee-The University of the South,1658.794933448013,707.984296468472,542.0134083517962,100.0,1272.5730730624691,100.0,65.5593464519299,296.48283945147585,1089.304822432762,76.57200303656388,314.2671215698955,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1857.3445256067491,2120.073756766054,100.0,378.1553164576932
Arlington Baptist College,332.95685733936733,88.41717170433846,100.0,100.0,100.0,100.0,100.0,290.40359030684897,240.67469913611353,1007.3012863863296,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,145.6173001522812
Austin Presbyterian Theological Seminary,326.47994232738597,8.723580933613157,96.42632784883088,100.0,100.0,100.0,434.48406645486,100.0,179.64858310367592,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,117.05507814588643
Jarvis Christian College,212.81795305549568,68.61711008307785,90.17032781378148,100.0,100.0,100.0,194.028267830306,41.036283309838666,843.5469475405224,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,126.56927780103194
Texas Chiropractic College Foundation Inc,100.0,100.0,95.98769883802845,100.0,100.0,100.0,500.08611595513355,1627.056709574484,100.0,308.2040917944437,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,166.60420675506532
Bennington College,1056.5332185442298,130.50713873332106,751.8499130418747,100.0,447.76344982681974,100.0,100.0,100.0,112.33918939237451,50.70214276035272,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,692.0576914775081,1067.885578239468,100.0,209.67619756299837
Goddard College,100.0,100.0,98.51694312351196,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3932.3974004564334,6660.351284885951,100.0,5207.972879014007,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,449.92128946710386,100.0,595.2862436545939
New England Culinary Institute,100.0,63.49660105442616,61.86019864186593,100.0,275.9091926266289,100.0,100.0,100.0,71.74178001208081,86.07182982856266,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,49.478732175481426,100.0,100.0,100.26744794809518
Saint Michael's College,100.0,634.9784478092805,307.2787753248726,100.0,32.789953766450886,100.0,100.0,12.028673975291488,166.12109452014124,50.097404383136876,194.13532702388176,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,498.3106715315117,832.5393914904939,100.0,777.4298793630142,100.0,100.0,220.70955531300513,294.07068921431767,100.0,188.14030824110617
Sentara College of Health Sciences,155.24178366563257,45.37244616481392,95.72242272814606,100.0,339.59628724519007,100.0,219.88061552980258,100.0,100.0,117.59639603918693,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.80364134570763,100.0,100.0,110.88167477245248
Union Presbyterian Seminary,100.0,100.0,100.0,100.0,100.0,100.0,791.490698175189,100.0,739.5898535331474,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,141.5962672408855
Virginia University of Lynchburg,100.0,89.91020927297868,97.89313358251971,100.0,8.258787157397535,100.0,845.3188339537452,1146.9607212785925,279.195130969686,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,158.36052550671624
Columbia Basin College,91.7931958218185,93.85244959829899,99.7249256095692,100.0,92.93281727806179,100.0,100.0,92.5998035097619,98.92373782095663,72.01444079373775,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.1825428260064
Peninsula College,100.0,100.0,100.0,100.0,20.88574503222411,100.0,100.0,58.578895227731444,93.9758398929823,100.0,176.9859395880818,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.45082561690687
West Virginia University Hospital Departments of Rad Tech and Nutrition,100.0,100.0,100.0,100.0,1959.01228735489,100.0,5893.11811289385,4212.070623260164,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,467.63128198465324
West Liberty University,77.30890339799946,52.74127493970816,56.59837521441643,100.0,98.49343407425621,100.0,100.0,139.8230838934045,83.69682210937187,84.88422318204482,100.0,100.0,100.0,100.0,100.0,100.0,100.0,34.65761101897381,100.0,100.0,431.7622815355149,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.42763616228735,120.36842027444557,100.0,104.11756455632573
Cardinal Stritch University,100.0,75.2336440601086,68.00131255531988,100.0,80.07013429044194,100.0,100.0,100.0,62.06097687621471,80.26977443726234,109.32861903362576,100.0,100.0,100.0,100.0,100.0,100.0,75.76503484675995,100.0,100.0,594.0953076251494,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,68.29988606688514,100.0,100.0,109.78514655599274
Maranatha Baptist Bible College,100.0,100.0,100.0,100.0,100.0,100.0,100.0,12.90049773738606,326.91757342192255,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.3693147237284
Northland International University,100.0,100.0,92.27482313590555,100.0,100.0,100.0,100.0,100.0,1495.9168990376345,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,143.38099131792313
Northland College,60.402973331529296,989.9739707231827,377.152127364172,100.0,176.25787019260585,100.0,100.0,189.27545838793569,152.4280826319093,100.0,383.60150629661194,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,883.710270077432,100.0,100.0,3506.557699333713,100.0,100.0,9.852796898492736,100.0,100.0,279.0378986011745
Silver Lake College,100.0,100.0,39.61486751232836,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.11296460976027
Carlos Albizu University-San Juan,100.0,100.0,100.0,100.0,100.0,100.0,371.0615149586951,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,108.47067234245922
Universidad Metropolitana,62.18254388954097,99.81605007382029,100.0,100.0,100.0,100.0,20.640689285525553,56.59928918147238,92.33534597738291,88.27643907054177,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.91593154903612,45.22989115036969,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.99988063055281
National University College-Bayamon,100.0,100.0,100.0,100.0,100.0,100.0,339.8879164193426,73.62491825084545,94.24613191151664,50.128255862215475,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.9339757013725
niversity of Puerto Rico-Medical Sciences,100.0,100.0,100.0,100.0,100.0,100.0,487.68450495479556,40.94705748741574,59.00217313925021,166.51199244951448,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,111.067054000968
Universidad Politecnica de Puerto Rico-Hato Rey Campus,100.0,100.0,99.58482338243769,100.0,100.0,100.0,365.7085431978008,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,108.29041770563245
City College-Fort Lauderdale,100.0,90.56173153632912,100.0,100.0,100.0,100.0,100.0,100.0,76.8667664238844,50.38075537786738,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.43153916681503
Vatterott College-Berkeley,100.0,94.6347938197585,100.0,100.0,100.0,100.0,100.0,442.50888523159534,100.0,412.90579066379775,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,120.31404592859849
Antioch University-Los Angeles,100.0,100.0,100.0,100.0,100.0,100.0,100.0,106.54231971734407,100.0,290.54384060432557,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,106.15894251005219
Platt College-Tulsa,100.0,100.0,100.0,100.0,100.0,100.0,308.861490976473,100.0,100.0,1012.4998839749979,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,135.0425429672335
Ecumenical Theological Seminary,100.0,100.0,100.0,100.0,457.9491338112027,100.0,100.0,1068.4806758834363,100.0,7080.6810692931695,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7847.071954594079,20544.117951014505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1240.571899518637
Platt College-Aurora,991.1022665824291,61.079878229298245,100.0,100.0,100.0,100.0,100.0,227.95434082695064,52.303313303808764,830.1765467582906,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,151.95676080314928
Kaplan University-Davenport Campus,100.0,99.91024436569711,99.9859434796413,100.0,100.0,100.0,93.69305366269188,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.79966379712594
Le Cordon Bleu College of Culinary Arts-Scottsdale,100.0,70.88134795569377,100.0,100.0,100.0,100.0,582.0362022749977,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,114.15367344470911
Southwest Florida College,100.0,100.0,100.0,100.0,100.0,100.0,100.54691439951353,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.01709107498479
Baptist Theological Seminary at Richmond,100.0,100.0,100.0,100.0,100.0,100.0,5912.513317142697,100.0,57.29101535087011,922.4918027472471,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,306.0092542262754
Nossi College of Art,893.5953616152775,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.79985505047742
Adler Graduate School,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,259.4890809424473,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.98403377945148
Northwest College of Art,100.0,0.8509897891372711,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.90159343091054
Colorado School of Traditional Chinese Medicine,826.5276747062462,87.60637372364216,72.82669038054776,100.0,100.0,100.0,480.58331718659167,735.4636832566566,100.0,2269.6247528667454,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,217.26860904245933,100.0,100.0,224.6844094113403
Everglades University,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,86.51791296992542,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,680.7526728206908,100.0,100.0,2983.1886847865,100.0,100.0,530.4750565919297,100.0,100.0,2211.498353484201,100.0,100.0,100.0,100.0,100.0,287.26352127041395
Mt Sierra College,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,490.5606860727092,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,112.20502143977217
Academy of Oriental Medicine at Austin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1742.7648812670661,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,151.3364025395958
The Creative Center,100.0,14.893553467070623,86.67158326452373,100.0,100.0,100.0,100.0,100.0,100.0,2612.0168845399094,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,175.42443816473448
Michigan Jewish Institute,100.0,100.0,100.0,100.0,100.0,100.0,23.456385341253554,100.0,91.99028942923222,4.13644266608419,100.0,100.0,100.0,100.0,100.0,6072.524925840476,100.0,100.0,100.0,100.0,100.0,100.0,100.0,649.1307116064294,100.0,3421.9161538227972,100.0,100.0,100.0,100.0,100.0,100.0,401.97359089707095
Florida College of Integrative Medicine,3122.704955499987,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,194.45952985937458
Yeshiva College of the Nations Capital,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1844.1169497367546,6218.999340977989,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,345.72238408483577
International Baptist College,100.0,12.644043867081306,100.0,100.0,100.0,100.0,10130.543034124967,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,410.7245961872515
Harrison College-Fort Wayne,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.71301183781587,100.0,100.0,100.0,100.0,100.0,100.0,122101.89641109298,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3910.0815444665873
Atlantic Institute of Oriental Medicine,100.0,53.71939567575617,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.55373111486739
Everest College-Ontario Metro,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.7307376872641378,26.022947118083906,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.61730265016712
International Academy of Design and Technology-Orlando,100.0,100.0,100.0,100.0,100.0,100.0,100.0,234.8551836700027,100.0,216.58313331553046,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,107.8574474057979
University of the Rockies,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1790.2709103549973,100.0,100.0,100.0,20451.668833859654,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,788.8106170067078
University of Phoenix-Chicago Campus,192.04970045902166,100.0,100.0,100.0,100.0,100.0,632.0199428672552,163.3455266372441,100.0,895.9021813992102,100.0,100.0,9521.277398483624,100.0,100.0,100.0,100.0,2117.977451157282,100.0,100.0,100.0,24014.60590513556,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1251.1618158168499
ITT Technical Institute-Canton,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,39.92222034188026,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.12256938568376
Utah State University-Regional Campuses and Distance Education,69.39375093876468,94.26837004314113,93.58840304862919,100.0,47.287653061358,100.0,100.0,44.80378672018123,91.9724298053648,47.81567973426387,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.41031479224071
NorthShore University HealthSystem School of Nurse Anesthesia,1111.1472871977076,100.0,100.0,100.0,100.0,100.0,7489.324407667867,100.0,535.3323365152794,932.5162321859457,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,402.13500823646245
Faith Evangelical College & Seminary,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,106.82095209965476,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.21315475311421
University of Phoenix-Central Valley Campus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23.707896260336494,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.61587175813551
Institute for the Psychological Sciences,522.8757477016782,50.00890241469107,100.0,100.0,100.0,100.0,680.6162247886949,100.0,308.42793061696534,962.0166959626872,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,163.2482969213974
University of Phoenix-Raleigh Campus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,419.65455106726876,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,109.98920472085214
International Academy of Design and Technology-Seattle,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,508.7667958552975,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,112.77396237047805
International Academy of Design and Technology-Nashville,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61.487382136752075,150.3565507519013,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.37012290277042
United States University,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1893.3751864283875,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,156.04297457588711
Daymar College-Bellevue,100.0,43.34342273664987,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.2294819605203
Georgia Gwinnett College,313.4973203714816,11.125036173240597,82.99056565711842,100.0,71.67562623736823,100.0,47.0008762980556,36.44489115996677,67.95668942911033,71.95935530102449,57.50023657151413,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.03782048222196,85.40013464501014,100.0,94.26839226019099
College America-Fort Collins,100.0,100.0,100.0,100.0,100.0,100.0,873.7246409838017,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,124.1788950307438
Visible School-Music and Worships Arts College,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3109.627039659737,2880.660066499051,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,280.94647206746214
ITT Technical Institute-Atlanta,841.4337084229427,100.0,97.37043090654872,100.0,100.0,100.0,100.0,100.0,23.462126359235054,1505.1649469038073,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,164.60722539351667
